경도,위도,주소,도로종류,도로기능,도로규모,도로폭
127.1005096,37.5934323,서울특별시 중랑구 망우동 438-3,일반도로,국지도로,소로,6m미만
127.1025298,37.5927427,서울특별시 중랑구 망우동 438-5,일반도로,국지도로,소로,6m미만
127.1030891,37.5943136,서울특별시 중랑구 망우동 용마공원로5길,일반도로,국지도로,소로,6m미만
127.10264,37.5936697,서울특별시 중랑구 망우동 용마공원로9길,일반도로,국지도로,소로,6m미만
127.0947948,37.5907951,서울특별시 중랑구 망우동 겸재로61길,일반도로,국지도로,소로,6m미만
127.0947948,37.5907951,서울특별시 중랑구 망우동 겸재로61길,일반도로,국지도로,소로3류,폭6-8m
127.0947948,37.5907951,서울특별시 중랑구 망우동 겸재로61길,일반도로,국지도로,소로,6m미만
127.0852435,37.5557823,서울특별시 광진구 중곡동 275-14,일반도로,국지도로,소로,6m미만
127.0881402,37.5606263,서울특별시 광진구 중곡동 용마산로10길,일반도로,국지도로,소로,6m미만
127.100635,37.5909724,서울특별시 중랑구 망우동 용마산로100길,일반도로,국지도로,소로,6m미만
127.0979668,37.5930273,서울특별시 중랑구 망우동 534-27,일반도로,국지도로,소로,6m미만
127.0998949,37.5925143,서울특별시 중랑구 망우동 546-19,일반도로,국지도로,소로,6m미만
127.0980653,37.5941464,서울특별시 중랑구 망우동 534-28,일반도로,국지도로,소로,6m미만
127.1003501,37.5937362,서울특별시 중랑구 망우동 546-12,일반도로,국지도로,소로,6m미만
127.0992015,37.5973449,서울특별시 중랑구 망우동 542-10,일반도로,국지도로,소로,6m미만
127.098706,37.5977249,서울특별시 중랑구 망우동 용마산로111길,일반도로,국지도로,소로,6m미만
127.1019925,37.597712,서울특별시 중랑구 망우동 396-37,일반도로,국지도로,소로,6m미만
127.1031735,37.5986508,서울특별시 중랑구 망우동 망우로72길,일반도로,국지도로,소로,6m미만
127.1028709,37.5960707,서울특별시 중랑구 망우동 용마산로112나길,일반도로,국지도로,소로,6m미만
127.0985063,37.5981823,서울특별시 중랑구 망우동 용마산로113길,일반도로,국지도로,소로,6m미만
127.1031009,37.5990798,서울특별시 중랑구 망우동 용마산로114길,일반도로,국지도로,소로,6m미만
127.0964698,37.5975283,서울특별시 중랑구 망우동 534-40,일반도로,국지도로,소로,6m미만
127.0967372,37.5983186,서울특별시 중랑구 망우동 용마산로115길,일반도로,국지도로,소로2류,폭8-10m
127.096848,37.59791,서울특별시 중랑구 망우동 491-16,일반도로,국지도로,소로,6m미만
127.102928,37.5995686,서울특별시 중랑구 망우동 536-3,일반도로,국지도로,소로3류,폭6-8m
127.0978759,37.6007786,서울특별시 중랑구 신내동 494-80,일반도로,국지도로,소로,6m미만
127.0986964,37.6001485,서울특별시 중랑구 망우동 535-9,일반도로,국지도로,중로2류,폭15-20m
127.1049009,37.6011785,서울특별시 중랑구 망우동 537-6,일반도로,국지도로,소로3류,폭6-8m
127.088145,37.5609238,서울특별시 광진구 중곡동 147-47,일반도로,국지도로,소로,6m미만
127.1017669,37.6016608,서울특별시 중랑구 망우동 용마산로120길,일반도로,국지도로,소로,6m미만
127.1008776,37.6021101,서울특별시 중랑구 망우동 용마산로122길,일반도로,국지도로,소로,6m미만
127.098736,37.6048494,서울특별시 중랑구 신내동 용마산로125가길,일반도로,국지도로,소로,6m미만
127.1004266,37.6039103,서울특별시 중랑구 신내동 용마산로125나길,일반도로,국지도로,소로,6m미만
127.0996326,37.60383640000001,서울특별시 중랑구 신내동 용마산로125나길,일반도로,국지도로,소로3류,폭6-8m
127.0947948,37.5907951,서울특별시 중랑구 망우동 겸재로61길,일반도로,국지도로,소로,6m미만
127.0947948,37.5907951,서울특별시 중랑구 망우동 겸재로61길,일반도로,국지도로,소로3류,폭6-8m
127.0947948,37.5907951,서울특별시 중랑구 망우동 겸재로61길,일반도로,국지도로,소로,6m미만
127.086924,37.5649716,서울특별시 광진구 중곡동 용마산로,일반도로,국지도로,소로3류,폭6-8m
127.0997648,37.6057067,서울특별시 중랑구 신내동 801-1,일반도로,국지도로,소로2류,폭8-10m
127.0988205,37.6072509,서울특별시 중랑구 신내동 412-18,일반도로,국지도로,소로,6m미만
127.0990011,37.6046148,서울특별시 중랑구 신내동 용마산로125가길,일반도로,국지도로,소로,6m미만
127.0869039,37.5653346,서울특별시 광진구 중곡동 용마산로,일반도로,국지도로,소로,6m미만
127.1058983,37.6108333,서울특별시 중랑구 망우동 303-5,일반도로,국지도로,소로,6m미만
127.1081226,37.6108105,서울특별시 중랑구 망우동 용마산로136길,일반도로,국지도로,소로1류,폭10-12m
127.1004753,37.6168054,서울특별시 중랑구 신내동 용마산로139가길,일반도로,국지도로,소로3류,폭6-8m
127.0979639,37.6160555,서울특별시 중랑구 신내동 용마산로139길,일반도로,국지도로,소로,6m미만
127.1029385,37.61843229999999,서울특별시 중랑구 신내동 용마산로139나길,일반도로,국지도로,소로,6m미만
127.1014551,37.6179468,서울특별시 중랑구 신내동 280-6,일반도로,국지도로,소로,6m미만
127.0947948,37.5907951,서울특별시 중랑구 망우동 겸재로61길,일반도로,국지도로,소로,6m미만
127.0947948,37.5907951,서울특별시 중랑구 망우동 겸재로61길,일반도로,국지도로,소로3류,폭6-8m
127.0947948,37.5907951,서울특별시 중랑구 망우동 겸재로61길,일반도로,국지도로,소로,6m미만
127.088028,37.561501,서울특별시 광진구 중곡동 150-282,일반도로,국지도로,소로,6m미만
127.1025108,37.6149996,서울특별시 중랑구 신내동 용마산로,일반도로,국지도로,소로,6m미만
127.0879548,37.5621449,서울특별시 광진구 중곡동 150-405,일반도로,국지도로,소로,6m미만
127.0877767,37.5624347,서울특별시 광진구 중곡동 150-405,일반도로,국지도로,소로,6m미만
127.0899858,37.5553722,서울특별시 광진구 중곡동 자양로45길,일반도로,국지도로,소로,6m미만
127.087742,37.5627985,서울특별시 광진구 중곡동 150-405,일반도로,국지도로,소로,6m미만
127.0855233,37.5628113,서울특별시 광진구 중곡동 용마산로21길,일반도로,국지도로,소로3류,폭6-8m
127.0886867,37.56460089999999,서울특별시 광진구 중곡동 176-78,일반도로,국지도로,소로3류,폭6-8m
127.0852927,37.5661147,서울특별시 광진구 중곡동 용마산로23길,일반도로,국지도로,소로2류,폭8-10m
127.087403,37.5654912,서울특별시 광진구 중곡동 용마산로24길,일반도로,국지도로,소로3류,폭6-8m
127.085815,37.5665925,서울특별시 광진구 중곡동 용마산로25길,일반도로,국지도로,소로,6m미만
127.087093,37.5673359,서울특별시 광진구 중곡동 18-10,일반도로,국지도로,소로,6m미만
127.0856444,37.5668868,서울특별시 광진구 중곡동 29-2,일반도로,국지도로,소로,6m미만
127.0873169,37.5682169,서울특별시 광진구 중곡동 용마산로28가길,일반도로,국지도로,소로,6m미만
127.0880276,37.5676131,서울특별시 광진구 중곡동 176-93,일반도로,국지도로,소로,6m미만
127.088195,37.5680127,서울특별시 광진구 중곡동 용마산로28나길,일반도로,국지도로,소로,6m미만
127.0893257,37.5676223,서울특별시 광진구 중곡동 176-9,일반도로,국지도로,소로,6m미만
127.0854128,37.567101,서울특별시 광진구 중곡동 29-85,일반도로,국지도로,소로,6m미만
127.0852296,37.5565985,서울특별시 광진구 중곡동 용마산로3길,일반도로,국지도로,소로,6m미만
127.0877858,37.5685936,서울특별시 광진구 중곡동 용마산로30길,일반도로,국지도로,소로,6m미만
127.0848308,37.5693021,서울특별시 광진구 중곡동 답십리로88길,일반도로,국지도로,소로,6m미만
127.0874168,37.5695576,서울특별시 광진구 중곡동 용마산로32길,일반도로,국지도로,소로,6m미만
127.0847949,37.5700986,서울특별시 광진구 중곡동 용마산로33길,일반도로,국지도로,소로,6m미만
127.0873532,37.57016309999999,서울특별시 광진구 중곡동 용마산로34길,일반도로,국지도로,소로,6m미만
127.0872806,37.5712383,서울특별시 중랑구 면목동 용마산로36길,일반도로,국지도로,소로,6m미만
127.0892728,37.5563612,서울특별시 광진구 중곡동 용마산로4길,일반도로,국지도로,소로,6m미만
127.0872153,37.5717514,서울특별시 중랑구 면목동 1348-1,일반도로,국지도로,소로2류,폭8-10m
127.0878693,37.5747013,서울특별시 중랑구 면목동 용마산로45길,일반도로,국지도로,소로,6m미만
127.0857109,37.5576239,서울특별시 광진구 중곡동 천호대로119길,일반도로,국지도로,소로,6m미만
127.0899495,37.57955490000001,서울특별시 중랑구 면목동 612-52,일반도로,국지도로,소로,6m미만
127.0918895,37.5781741,서울특별시 중랑구 면목동 용마산로52길,일반도로,국지도로,소로,6m미만
127.0906492,37.5791762,서울특별시 중랑구 면목동 사가정로64가길,일반도로,국지도로,소로,6m미만
127.0927798,37.5784171,서울특별시 중랑구 면목동 용마산로58길,일반도로,국지도로,소로,6m미만
127.0887375,37.557466,서울특별시 광진구 중곡동 79-21,일반도로,국지도로,소로3류,폭6-8m
127.0934329,37.5784881,서울특별시 중랑구 면목동 용마산로60가길,일반도로,국지도로,소로,6m미만
127.0932673,37.579049,서울특별시 중랑구 면목동 용마산로60가길,일반도로,국지도로,소로,6m미만
127.0953628,37.5774101,서울특별시 중랑구 면목동 용마산로62길,일반도로,국지도로,소로,6m미만
127.0857008,37.5596014,서울특별시 광진구 중곡동 용마산로7길,일반도로,국지도로,소로,6m미만
127.0959695,37.5820954,서울특별시 중랑구 면목동 용마산로70길,일반도로,국지도로,소로,6m미만
127.095312,37.5837694,서울특별시 중랑구 면목동 용마산로,일반도로,국지도로,소로,6m미만
127.0923826,37.5843281,서울특별시 중랑구 면목동 418,일반도로,국지도로,소로,6m미만
127.0920807,37.5848225,서울특별시 중랑구 면목동 용마산로79길,일반도로,국지도로,소로,6m미만
127.0888774,37.5614355,서울특별시 광진구 중곡동 용마산로8가길,일반도로,국지도로,소로,6m미만
127.0901803,37.5596125,서울특별시 광진구 중곡동 긴고랑로37길,일반도로,국지도로,소로,6m미만
127.0901579,37.5604434,서울특별시 광진구 중곡동 147-48,일반도로,국지도로,소로,6m미만
127.0893547,37.56153070000001,서울특별시 광진구 중곡동 용마산로8다길,일반도로,국지도로,소로,6m미만
127.0902128,37.5611327,서울특별시 광진구 중곡동 용마산로8라길,일반도로,국지도로,소로,6m미만
127.0906564,37.5610561,서울특별시 광진구 중곡동 용마산로8마길,일반도로,국지도로,소로,6m미만
127.0919595,37.5854175,서울특별시 중랑구 면목동 용마산로81길,일반도로,국지도로,소로,6m미만
127.0970221,37.5849857,서울특별시 중랑구 면목동 78-1,일반도로,국지도로,소로3류,폭6-8m
127.0965571,37.5869447,서울특별시 중랑구 면목동 용마산로86길,일반도로,국지도로,소로,6m미만
127.095293,37.5882608,서울특별시 중랑구 면목동 42-59,일반도로,국지도로,소로,6m미만
127.0970526,37.5872537,서울특별시 중랑구 면목동 용마산로86길,일반도로,국지도로,소로2류,폭8-10m
127.0952512,37.5890902,서울특별시 중랑구 면목동 용마산로93길,일반도로,국지도로,소로3류,폭6-8m
127.0970143,37.5883816,서울특별시 중랑구 면목동 용마산로94가길,일반도로,국지도로,소로,6m미만
127.0994461,37.5884171,서울특별시 중랑구 면목동 3-6,일반도로,국지도로,소로,6m미만
127.0975918,37.5881389,서울특별시 중랑구 면목동 용마산로94나길,일반도로,국지도로,소로,6m미만
127.1010018,37.5885443,서울특별시 중랑구 면목동 11-13,일반도로,국지도로,소로,6m미만
127.0985891,37.590957,서울특별시 중랑구 망우동 용마산로96가길,일반도로,국지도로,소로,6m미만
127.1001953,37.5899398,서울특별시 중랑구 망우동 용마산로96길,일반도로,국지도로,소로,6m미만
127.0997058,37.590538,서울특별시 중랑구 망우동 용마산로96나길,일반도로,국지도로,소로,6m미만
127.0969466,37.5921527,서울특별시 중랑구 망우동 534-31,일반도로,국지도로,소로,6m미만
126.988375,37.519619,서울특별시 용산구 서빙고동 서빙고로62길,일반도로,보조간선도로,중로1류,폭20-25m
126.9798839,37.5313805,서울특별시 용산구 용산동3가 12-1,일반도로,보조간선도로,대로3류,폭25-30m
127.0889221,37.431186,경기도 성남시 수정구 상적동 32-3,일반도로,기타,소로1류,폭10-12m
126.8892948,37.4827522,서울특별시 구로구 가리봉동 우마1가길,일반도로,국지도로,소로,6m미만
126.8888522,37.4830432,서울특별시 구로구 가리봉동 우마1가길,일반도로,국지도로,소로,6m미만
126.888626,37.4838426,서울특별시 구로구 가리봉동 우마1나길,일반도로,국지도로,소로,6m미만
126.8897278,37.4834497,서울특별시 구로구 가리봉동 우마2가길,일반도로,국지도로,소로,6m미만
126.8902185,37.4834271,서울특별시 구로구 가리봉동 우마2가길,일반도로,국지도로,소로,6m미만
126.889814,37.4824784,서울특별시 구로구 가리봉동 우마2길,일반도로,국지도로,소로,6m미만
126.8907625,37.4834156,서울특별시 구로구 가리봉동 우마2나길,일반도로,국지도로,소로,6m미만
126.8900572,37.4818688,서울특별시 구로구 가리봉동 우마3길,일반도로,국지도로,소로,6m미만
126.8883245,37.4816724,서울특별시 구로구 가리봉동 우마길,일반도로,국지도로,소로,6m미만
127.0182907,37.4629469,서울특별시 서초구 우면동 우면산로,일반도로,국지도로,확인불가,
126.9959438,37.5325181,서울특별시 용산구 이태원동 96-150,일반도로,국지도로,소로,6m미만
126.9970763,37.5337515,서울특별시 용산구 한남동 732-110,일반도로,국지도로,소로,6m미만
126.9997747,37.5319496,서울특별시 용산구 보광동 우사단로4길,일반도로,국지도로,소로,6m미만
126.9975894,37.5325778,서울특별시 용산구 이태원동 15-93,일반도로,국지도로,소로,6m미만
127.0022177,37.5317634,서울특별시 용산구 한남동 우사단로10다길,일반도로,국지도로,소로,6m미만
127.0013027,37.5322943,서울특별시 용산구 한남동 대사관로6가길,일반도로,국지도로,소로,6m미만
127.0025037,37.5300423,서울특별시 용산구 보광동 3-185,일반도로,국지도로,소로,6m미만
127.0031095,37.5298333,서울특별시 용산구 보광동 3-185,일반도로,국지도로,소로,6m미만
126.9963662,37.5336138,서울특별시 용산구 이태원동 우사단로,일반도로,국지도로,소로,6m미만
126.9975882,37.5340643,서울특별시 용산구 한남동 732-160,일반도로,국지도로,소로,6m미만
127.0004137,37.530309,서울특별시 용산구 보광동 우사단로4다길,일반도로,국지도로,소로,6m미만
126.9982944,37.5302729,서울특별시 용산구 보광동 우사단로2길,일반도로,국지도로,소로,6m미만
127.0002468,37.529919,서울특별시 용산구 보광동 우사단로2나길,일반도로,국지도로,소로,6m미만
126.9975404,37.5311666,서울특별시 용산구 보광동 우사단로4가길,일반도로,국지도로,소로,6m미만
126.9991423,37.5312697,서울특별시 용산구 보광동 우사단로4다길,일반도로,국지도로,소로,6m미만
126.9983806,37.5309746,서울특별시 용산구 보광동 우사단로4나길,일반도로,국지도로,소로,6m미만
126.9989242,37.5307029,서울특별시 용산구 보광동 우사단로4다길,일반도로,국지도로,소로,6m미만
126.9996116,37.5306337,서울특별시 용산구 보광동 우사단로4라길,일반도로,국지도로,소로,6m미만
126.997835,37.532053,서울특별시 용산구 보광동 265-927,일반도로,국지도로,소로,6m미만
127.0274256,37.645549,서울특별시 도봉구 쌍문동 우이천로,일반도로,국지도로,소로,6m미만
127.0393383,37.6354299,서울특별시 도봉구 창동 덕릉로60마길,일반도로,국지도로,소로,6m미만
127.039652,37.63619920000001,서울특별시 도봉구 창동 우이천로12길,일반도로,국지도로,소로,6m미만
127.0354743,37.6383188,서울특별시 도봉구 창동 우이천로16길,일반도로,국지도로,소로,6m미만
127.0431759,37.6319503,서울특별시 노원구 월계동 905-3,일반도로,국지도로,소로2류,폭8-10m
127.0431678,37.6326233,서울특별시 노원구 월계동 912-2,일반도로,국지도로,소로3류,폭6-8m
127.0435927,37.632009,서울특별시 노원구 월계동 우이천로2나길,일반도로,국지도로,소로3류,폭6-8m
127.034515,37.6413001,서울특별시 도봉구 창동 635-39,일반도로,국지도로,중로2류,폭15-20m
127.0343602,37.64217800000001,서울특별시 도봉구 창동 우이천로22길,일반도로,국지도로,소로3류,폭6-8m
127.0314154,37.6451235,서울특별시 도봉구 쌍문동 우이천로,일반도로,국지도로,소로,6m미만
127.0258515,37.6485324,서울특별시 도봉구 쌍문동 348-5,일반도로,국지도로,소로3류,폭6-8m
127.0252232,37.6500636,서울특별시 도봉구 쌍문동 304-2,일반도로,국지도로,소로,6m미만
127.0240584,37.6492893,서울특별시 도봉구 쌍문동 우이천로34가길,일반도로,국지도로,소로3류,폭6-8m
127.0235338,37.6504436,서울특별시 도봉구 쌍문동 우이천로36길,일반도로,국지도로,소로3류,폭6-8m
127.0241561,37.6495641,서울특별시 도봉구 쌍문동 우이천로34나길,일반도로,국지도로,소로,6m미만
127.0236211,37.6506023,서울특별시 도봉구 쌍문동 286-24,일반도로,국지도로,소로,6m미만
127.0215484,37.6513563,서울특별시 도봉구 쌍문동 우이천로38가길,일반도로,국지도로,소로2류,폭8-10m
127.0224136,37.6521819,서울특별시 도봉구 쌍문동 우이천로38다길,일반도로,국지도로,소로,6m미만
127.0221843,37.65216530000001,서울특별시 도봉구 쌍문동 우이천로38나길,일반도로,국지도로,소로,6m미만
127.0225233,37.6522243,서울특별시 도봉구 쌍문동 우이천로38다길,일반도로,국지도로,소로,6m미만
127.0236397,37.65311579999999,서울특별시 도봉구 쌍문동 우이천로38라길,일반도로,국지도로,소로,6m미만
127.0228871,37.6536733,서울특별시 도봉구 쌍문동 우이천로38마길,일반도로,국지도로,소로,6m미만
127.0189666,37.6495491,서울특별시 도봉구 쌍문동 우이천로39길,일반도로,국지도로,소로3류,폭6-8m
127.0191355,37.6492877,서울특별시 도봉구 쌍문동 우이천로39나길,일반도로,국지도로,소로,6m미만
127.0190664,37.6493987,서울특별시 도봉구 쌍문동 414-334,일반도로,국지도로,소로,6m미만
127.0397526,37.6341277,서울특별시 도봉구 창동 507-3,일반도로,국지도로,소로,6m미만
127.041274,37.6338118,서울특별시 도봉구 창동 우이천로4라길,일반도로,국지도로,소로,6m미만
127.0403038,37.6344921,서울특별시 도봉구 창동 우이천로4나길,일반도로,국지도로,소로,6m미만
127.0402106,37.6356806,서울특별시 도봉구 창동 덕릉로60마길,일반도로,국지도로,소로3류,폭6-8m
127.042533,37.6334726,서울특별시 도봉구 창동 우이천로4라길,일반도로,국지도로,소로3류,폭6-8m
127.018119,37.6536288,서울특별시 도봉구 쌍문동 470-11,일반도로,국지도로,소로,6m미만
127.0183892,37.6543449,서울특별시 도봉구 쌍문동 478-42,일반도로,국지도로,소로,6m미만
127.0188843,37.6539858,서울특별시 도봉구 쌍문동 우이천로42나길,일반도로,국지도로,소로,6m미만
127.0175999,37.6547859,서울특별시 도봉구 쌍문동 우이천로44길,일반도로,국지도로,소로,6m미만
127.0152018,37.6544496,서울특별시 도봉구 쌍문동 우이천로45길,일반도로,국지도로,소로,6m미만
127.0172699,37.6554146,서울특별시 도봉구 쌍문동 우이천로46가길,일반도로,국지도로,소로,6m미만
127.016369,37.6551582,서울특별시 도봉구 쌍문동 우이천로46길,일반도로,국지도로,소로,6m미만
127.0151357,37.6550114,서울특별시 도봉구 쌍문동 우이천로47길,일반도로,국지도로,소로,6m미만
127.0177081,37.655598,서울특별시 도봉구 쌍문동 우이천로46가길,일반도로,국지도로,소로,6m미만
127.0168351,37.6568165,서울특별시 도봉구 쌍문동 520-52,일반도로,국지도로,소로,6m미만
127.0392312,37.6341234,서울특별시 도봉구 창동 524-10,일반도로,국지도로,소로,6m미만
127.0404301,37.6352807,서울특별시 도봉구 창동 우이천로8길,일반도로,국지도로,소로,6m미만
126.8437443,37.5531614,서울특별시 강서구 내발산동 우장산로,일반도로,국지도로,소로3류,폭6-8m
126.8425808,37.5511674,서울특별시 강서구 화곡동 우장산로10길,일반도로,국지도로,소로2류,폭8-10m
126.8484555,37.5522906,서울특별시 강서구 화곡동 화곡로55길,일반도로,국지도로,소로,6m미만
126.8505689,37.5544348,서울특별시 강서구 화곡동 1096-16,일반도로,국지도로,소로,6m미만
126.8492358,37.5521854,서울특별시 강서구 화곡동 우장산로16길,일반도로,국지도로,소로,6m미만
126.8378627,37.552921,서울특별시 강서구 내발산동 강서로48길,일반도로,국지도로,소로3류,폭6-8m
126.8390104,37.5527286,서울특별시 강서구 내발산동 우장산로4길,일반도로,국지도로,소로,6m미만
126.8393098,37.5533905,서울특별시 강서구 내발산동 724-44,일반도로,국지도로,소로,6m미만
126.8407248,37.5532405,서울특별시 강서구 내발산동 우장산로8길,일반도로,국지도로,소로,6m미만
126.9827583,37.5722145,서울특별시 종로구 견지동 삼봉로,일반도로,국지도로,소로,6m미만
126.9845194,37.5695239,서울특별시 종로구 관철동 종로10길,일반도로,국지도로,소로3류,폭6-8m
126.8427493,37.5473738,서울특별시 강서구 화곡동 우현로,일반도로,국지도로,소로3류,폭6-8m
127.1012002,37.5492774,서울특별시 광진구 광장동 378,일반도로,국지도로,중로2류,폭15-20m
126.9327487,37.4703582,서울특별시 관악구 신림동 원신1길,일반도로,국지도로,소로,6m미만
126.9292803,37.4601536,서울특별시 관악구 신림동 원신11길,일반도로,국지도로,소로,6m미만
126.9284672,37.4594267,서울특별시 관악구 신림동 76-21,일반도로,국지도로,소로,6m미만
126.931961,37.4704845,서울특별시 관악구 신림동 양지2길,일반도로,국지도로,소로,6m미만
126.9321581,37.4693068,서울특별시 관악구 신림동 원신3길,일반도로,국지도로,소로,6m미만
126.9317238,37.4688763,서울특별시 관악구 신림동 원신4길,일반도로,국지도로,소로,6m미만
126.9317334,37.4684753,서울특별시 관악구 신림동 원신4길,일반도로,국지도로,소로,6m미만
126.9313258,37.4675874,서울특별시 관악구 신림동 원신6길,일반도로,국지도로,소로,6m미만
126.9295561,37.4666372,서울특별시 관악구 신림동 원신7길,일반도로,국지도로,소로,6m미만
126.9290588,37.4654347,서울특별시 관악구 신림동 85-22,일반도로,국지도로,소로,6m미만
126.9287031,37.4600268,서울특별시 관악구 신림동 78-15,일반도로,국지도로,소로,6m미만
127.056865,37.4436403,서울특별시 서초구 원지동 590-1,일반도로,국지도로,소로,6m미만
127.056154,37.4440018,서울특별시 서초구 원지동 원터2길,일반도로,국지도로,소로,6m미만
127.0567114,37.4433286,서울특별시 서초구 원지동 414-11,일반도로,국지도로,소로,6m미만
127.0559232,37.4436778,서울특별시 서초구 원지동 원터4길,일반도로,국지도로,소로,6m미만
127.0570168,37.4428878,서울특별시 서초구 원지동 397-2,일반도로,국지도로,소로,6m미만
127.0556563,37.4432908,서울특별시 서초구 원지동 419-19,일반도로,국지도로,소로,6m미만
126.9582998,37.5358858,서울특별시 용산구 원효로3가 원효로41길,일반도로,국지도로,소로3류,폭6-8m
126.9458488,37.5353133,서울특별시 용산구 청암동 원효로1길,일반도로,국지도로,소로3류,폭6-8m
126.9552436,37.5337532,서울특별시 용산구 원효로3가 185-1,일반도로,국지도로,소로,6m미만
126.9539846,37.5335346,서울특별시 용산구 원효로4가 원효로19길,일반도로,국지도로,소로,6m미만
126.9550839,37.5341606,서울특별시 용산구 원효로3가 원효로19나길,일반도로,국지도로,소로,6m미만
126.9534834,37.5327296,서울특별시 용산구 원효로4가 115-8,일반도로,국지도로,소로,6m미만
126.9546155,37.5330428,서울특별시 용산구 원효로4가 원효로27길,일반도로,국지도로,소로,6m미만
126.9554215,37.5331587,서울특별시 용산구 원효로3가 원효로31길,일반도로,국지도로,소로,6m미만
126.9568118,37.5340372,서울특별시 용산구 원효로3가 원효로35가길,일반도로,국지도로,소로,6m미만
126.9558636,37.5344773,서울특별시 용산구 원효로3가 효창원로16가길,일반도로,국지도로,소로,6m미만
126.9561006,37.5353012,서울특별시 용산구 신창동 원효로35나길,일반도로,국지도로,소로,6m미만
126.9578563,37.53460400000001,서울특별시 용산구 원효로3가 원효로39길,일반도로,국지도로,소로,6m미만
126.9570615,37.5345066,서울특별시 용산구 원효로3가 원효로41가길,일반도로,국지도로,소로,6m미만
126.9589476,37.5353062,서울특별시 용산구 원효로3가 원효로41길,일반도로,국지도로,소로,6m미만
126.9608909,37.5344341,서울특별시 용산구 원효로2가 93-7,일반도로,국지도로,소로3류,폭6-8m
126.9622029,37.5350685,서울특별시 용산구 원효로2가 원효로52길,일반도로,국지도로,소로,6m미만
126.962809,37.5373802,서울특별시 용산구 원효로2가 78-39,일반도로,국지도로,소로,6m미만
126.962078,37.5369912,서울특별시 용산구 원효로2가 원효로53길,일반도로,국지도로,소로,6m미만
126.9624395,37.5351358,서울특별시 용산구 원효로2가 66-6,일반도로,국지도로,소로3류,폭6-8m
126.9630503,37.5348491,서울특별시 용산구 원효로2가 원효로56길,일반도로,국지도로,소로,6m미만
126.9636108,37.5351815,서울특별시 용산구 원효로2가 원효로58길,일반도로,국지도로,소로,6m미만
126.9635962,37.5374686,서울특별시 용산구 원효로2가 76-10,일반도로,국지도로,소로3류,폭6-8m
126.9644374,37.5356961,서울특별시 용산구 원효로2가 원효로64길,일반도로,국지도로,소로,6m미만
126.9639596,37.5374794,서울특별시 용산구 원효로2가 원효로67길,일반도로,국지도로,소로,6m미만
126.9633064,37.53797429999999,서울특별시 용산구 용문동 백범로74길,일반도로,국지도로,소로,6m미만
126.9651895,37.5402765,서울특별시 용산구 원효로1가 원효로77가길,일반도로,국지도로,소로,6m미만
126.9656798,37.5394704,서울특별시 용산구 원효로1가 원효로77길,일반도로,국지도로,소로,6m미만
126.9681826,37.5386568,서울특별시 용산구 원효로1가 백범로87길,일반도로,국지도로,소로,6m미만
126.9665574,37.5394867,서울특별시 용산구 원효로1가 29-60,일반도로,국지도로,소로,6m미만
126.9673759,37.5401341,서울특별시 용산구 원효로1가 원효로83길,일반도로,국지도로,소로,6m미만
126.9689148,37.5392801,서울특별시 용산구 원효로1가 원효로84길,일반도로,국지도로,소로,6m미만
126.9679587,37.540862,서울특별시 용산구 원효로1가 원효로89길,일반도로,국지도로,소로,6m미만
126.9699232,37.5396749,서울특별시 용산구 원효로1가 원효로90길,일반도로,국지도로,소로1류,폭10-12m
126.9687275,37.540961,서울특별시 용산구 원효로1가 37-8,일반도로,국지도로,소로,6m미만
126.9686203,37.5420917,서울특별시 용산구 원효로1가 1-6,일반도로,국지도로,소로,6m미만
127.058835,37.633114,서울특별시 노원구 월계동 263-6,일반도로,보조간선도로,중로1류,폭20-25m
127.0558902,37.628285,서울특별시 노원구 월계동 초안산로,일반도로,국지도로,소로,6m미만
127.0344018,37.6100538,서울특별시 성북구 하월곡동 월계로10길,일반도로,국지도로,소로,6m미만
127.0348705,37.6108522,서울특별시 성북구 하월곡동 월계로12길,일반도로,국지도로,소로,6m미만
127.0342153,37.612018,서울특별시 강북구 미아동 49-82,일반도로,국지도로,소로,6m미만
127.0373883,37.615187,서울특별시 강북구 미아동 8-73,일반도로,국지도로,소로,6m미만
127.0383175,37.6146603,서울특별시 강북구 미아동 8-74,일반도로,국지도로,소로,6m미만
127.0380229,37.6155889,서울특별시 강북구 미아동 8-74,일반도로,국지도로,소로,6m미만
127.0386913,37.6159663,서울특별시 강북구 미아동 월계로21다길,일반도로,국지도로,소로,6m미만
127.0390614,37.614283,서울특별시 성북구 장위동 231-170,일반도로,국지도로,소로,6m미만
127.0318169,37.6106156,서울특별시 강북구 미아동 42-71,일반도로,국지도로,소로,6m미만
127.0313882,37.6114298,서울특별시 강북구 미아동 월계로3길,일반도로,국지도로,소로,6m미만
127.0450284,37.6188596,서울특별시 성북구 장위동 월계로,일반도로,국지도로,소로,6m미만
127.0466645,37.62056889999999,서울특별시 성북구 장위동 317-1,일반도로,국지도로,중로1류,폭20-25m
127.044268,37.6258408,서울특별시 강북구 번동 256,일반도로,국지도로,소로3류,폭6-8m
127.0478878,37.62067589999999,서울특별시 성북구 장위동 월계로38길,일반도로,국지도로,소로2류,폭8-10m
127.0490846,37.621674,서울특별시 성북구 장위동 월계로40길,일반도로,국지도로,소로3류,폭6-8m
127.0521755,37.6229515,서울특별시 노원구 월계동 월계로44길,일반도로,국지도로,소로2류,폭8-10m
